     日期     	　　　　　　　　　　　　　　　　　　　　　　　　标题　　　　　　　　　　　　　　　　　　　　　　　　	链接                                                
 2020-07-04 	　　　　　　　　　　　　　　北京新增1例确诊病例在丰台区，治愈出院2例　　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5effcd29e4b086b26dff83af?isshare=1&app=5ba1b376e4b0d0a23da0cee8&contentType=0&isBjh=0
 2020-07-04 	　　　　　　　　　　　　　　　　　　　　　　北京，1例！　　　　　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/gU5xsBkfJ2FTdDorasEhxA 
 2020-07-04 	　　　　　　　　　　　　　　　　　北京昨日新增确诊1例，在丰台区　　　　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=273123&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-07-04 	　　　　　　　　　　　　　北京3日新增1例新冠肺炎确诊病例新增病例在丰台区　　　　　　　　　　　　　	http://m.news.cctv.com/2020/07/04/ARTIlNxr4WCOierWncbGrU17200704.shtml
 2020-07-03 	　　　　　　　　　　　　　　　　　北京昨日新增2例，连续五天个位数　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/kitnSiotXS0PFTi98H4vtA 
 2020-07-03 	　　　　　　　　　　　　　　北京新增新冠肺炎本地确诊病例2例均在丰台区　　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9228160&classify=zw&pageSize=6&language=chs
 2020-07-03 	　　　　　　　　　　　　　　北京昨日新增2例确诊均在丰台，治愈出院3例　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5676900/5600076 
 2020-07-03 	　　　　　　　　　　　　　　　北京昨日新增2例本地确诊病例均在丰台区　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/07/03/ARTIfMztZ4P6JMMK1AIxwJyg200703.shtml
 2020-07-03 	　　　　　　　　　　　　　北京昨日新增报告2例新冠肺炎确诊病例治愈出院3例　　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5672270&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.1&mood=wx
 2020-07-02 	　　　　　　　　　　　　　　　　　　　　　　北京，1例！　　　　　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/9x0vBisR0O7aehROWbtC3w 
 2020-07-02 	　　　　　　　　　　　　北京7月1日新增本地确诊病例1例、无症状感染者2例　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=272468&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-07-02 	　　　　　　　　　　　　　　北京昨日治愈出院2例，新增1例确诊为丰台病例　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5672087/5595231 
 2020-07-02 	　　　　　　　　　　　　　仅1例！北京昨日新增确诊病例1例！治愈出院2例　　　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5671381&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-07-02 	　　　　　　　　　　　　　　　　北京新增1例确诊在丰台区，新出院两例　　　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5efd2a4fe4b086b26dfc80a2?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-07-02 	　　　　　　　　　　　　　　　北京1日新增本地确诊病例1例治愈出院2例　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/07/02/ARTIBBqmYOjHSA012jliNcf2200702.shtml
 2020-07-02 	　　　　　　　　　　　　北京新增报告1例新冠肺炎确诊病例、无症状感染者2例　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9227160&classify=zw&pageSize=6&language=chs
 2020-06-30 	　　　　　　　　　　　　　　北京卫健委：八项措施保障疫情期间医疗服务工作　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=271730&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-30 	　　　　　　　　　　　　　　　　　北京新增确诊7例，在这两个区！　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/qHyHvU8OYafG51u34PDk_A 
 2020-06-30 	　　　　　　　　　　　　　北京昨日新增7例确诊病例，其中丰台6例大兴1例　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5efa87cde4b0c301097a0765?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-30 	　　　　　　　　　　　　　　　　　北京昨日新增7例新冠肺炎确诊病例　　　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5662416/5585237 
 2020-06-30 	　　　　　　　　　　　　　北京昨日新增报告7例新冠肺炎确诊病例治愈出院1例　　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5669424&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-30 	　　　　　　　　　　　　　北京：核酸检测结果全市互认加强急危重症患者救治　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9224812&classify=zwsp&pageSize=6&language=chs
 2020-06-30 	　　　　　　　　　　北京卫健委：建立急危重症患者救治绿色通道医疗机构核酸检测互认　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef9e3f7e4b027dcd45b80eb?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-29 	　　　　　　　　　　　　　　　　八项措施保障疫情期间北京医疗服务工作　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/29/ARTINkdBckpbAcXW7JAh0Rbx200629.shtml
 2020-06-29 	　　　　　　　　　　　北京疫情防控常态化期间医疗服务如何开展？官方说明来了！　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5669232&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-29 	　　　　　　　　　　　　　　　北京昨日新增7例确诊病例，涉及这2个区　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/Fxs1TlcNI24pGZ6vuRMf9g 
 2020-06-29 	　　　　　　　　　　　　　　　　北京昨日新增报告7例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=271371&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-29 	　　　　　　　　　　　　　　　7例！北京28日新增病例数回落至个位数　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/29/ARTIeBpS1TCRqqC2DLgzUJhR200629.shtml
 2020-06-29 	　　　　　　　　　　　　　　北京昨日新增确诊病例7例，无症状感染者1例　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5657760/5580445 
 2020-06-28 	　　　　　　　　　　北京27日新增新冠肺炎确诊病例14例丰台区10例大兴区4例　　　　　　　　　　　	https://vod.cctv.cn/cctv/cctvh5/cctv2/finance/index.html?pageId=app://ARTI1593304640237490#/msgdetail?link=ARTI1593304640237490
 2020-06-28 	　　　　　　　　　　　　北京昨日新增14例确诊病例其中丰台10例、大兴4例　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5653807/5576412 
 2020-06-28 	　　　　　　　　　　北京27日新增新冠肺炎确诊病例14例丰台区10例大兴区4例　　　　　　　　　　　	http://m.news.cctv.com/2020/06/28/ARTIIzQN3A0LJDqsZvdKOzqu200628.shtml
 2020-06-28 	　　　　　　　　　　　　　　北京新增本地确诊病例14例无症状感染者3例　　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9223210&classify=zw&pageSize=6&language=chs
 2020-06-28 	　　　　　　　　　　　北京昨日新增报告新冠肺炎确诊病例14例丰台10例大兴4例　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5667616&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-28 	　　　　　　　　　　　　北京昨日新增14例确诊病例，其中丰台10例大兴4例　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef7e4bbe4b01e723d328c75?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-27 	　　　　　　　　　　　　　北京昨日新增确诊17例，全国确诊本土病例17例　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/mEwDZm_RgXkVdMq19o-TCw 
 2020-06-27 	　　　　　　　　　　　　　北京新增确诊病例17例其中丰台区15例大兴区2例　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9222712&classify=zw&pageSize=6&language=chs
 2020-06-27 	　　　　　　　　　　　　　　　北京昨日新增报告17例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=270984&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-27 	　　　　　　　　　　北京26日新增17例新冠肺炎确诊病例丰台区15例大兴区2例　　　　　　　　　　　	http://m.news.cctv.com/2020/06/27/ARTIJO13ajxhye963wrl7qT8200627.shtml
 2020-06-27 	　　　　　　　　　　　　北京昨日新增17例确诊病例丰台区15例、大兴区2例　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5651459/5573984 
 2020-06-27 	　　　　　　　　　　　北京昨新增报告17例新冠肺炎确诊病例丰台15例大兴2例　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5666992&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-27 	　　　　　　　　　　　　　北京昨日新增17例确诊病例，丰台15例大兴2例　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef6929ee4b01e723d3195a9?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-26 	　　　　　　　　　　　　　　北京新增11例新冠肺炎确诊病例昌平区出现首例　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5649123/5571602 
 2020-06-26 	　　　　　　　　　　　　　#北京新增11例确诊#病例境外输入病例“清零”　　　　　　　　　　　　　　	https://m.weibo.cn/1699540307/4519985299132617    
 2020-06-26 	　　　　　　　　　　　　　　　北京昨天新增确诊11例，昌平出现首例！　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/f82XHtFM6ZnqsPworhVvUQ 
 2020-06-26 	　　　　　　　　　　　　　　　北京昨新增确诊11例，这个区首现确诊病例　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/h-VGV7TUTKhx1rYjcSUuPw 
 2020-06-26 	　　　　　　　　　　　北京昨日新增11例确诊，​昌平区出现首例；境外输入清零　　　　　　　　　　　　	https://mp.weixin.qq.com/s/VKB78N1SPPYvRUHGQ8LtEg 
 2020-06-26 	　　　　　　　　　　　　　　　　　　　北京新增11例，昌平首报　　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/m_zJel6WuyIQPgjIJ5ibHw 
 2020-06-26 	　　　　　　　　　　　　　北京昨日新增报告11例新冠肺炎确诊病例出院1例　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=270891&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-26 	　　　　　　　　　　　　　　北京昨日新增11例确诊病例，分布在这4个区　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/2VUu_FOfTPLG-cUOQazh8A 
 2020-06-26 	　　　　　　　　　　　　北京昨日新增报告11例新冠肺炎确诊病例，涉及4个区　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef541ece4b01e723d30424b?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-26 	　　　　　　　　　　　　　　北京25日新增11例新冠肺炎确诊病例出院1例　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/26/ARTIioD90wTEnKfQSgodxsfr200626.shtml
 2020-06-26 	　　　　　　　　　　　　　　北京新增本地确诊病例11例无症状感染者1例　　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9222241&classify=zw&pageSize=6&language=chs
 2020-06-26 	　　　　　　　　　　　　　　出院！北京昨日1例确诊病例出院新增报告11例　　　　　　　　　　　　　　	https://m.bjnews.com.cn/detail/159313149115671.html
 2020-06-26 	　　　　　　　　　　　　　北京昨日新增报告11例新冠肺炎确诊病例，出院1例　　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5666283&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-25 	　　　　　　　　　　　北京昨日新增报告13例新冠肺炎确诊病例丰台9例大兴4例　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5665493&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-25 	　　　　　　　　　　　　　　　　　　北京新增13例，涉及丰台大兴　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/Y7aUxX1w9JWwbtudFnzXxg 
 2020-06-25 	　　　　　　　　　　　　　　　北京昨日新增13例确诊病例，涉及这2个区　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/D-klnedvumwPmFFTWEGvWA 
 2020-06-25 	　　　　　　　　　　　　　　　　　北京昨日新增13例，涉及2个区　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/2FAlh2O58CxTUyUPIWz0lQ 
 2020-06-25 	　　　　　　　　　　　　　　　　北京新增确诊13例，分布在这两个区　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/2wODnFZuJgSdtB7nLNc_sQ 
 2020-06-25 	　　　　　　　　　　　　　北京昨日新增确诊病例13例：丰台区9例大兴区4例　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5646347/5568757 
 2020-06-25 	　　　　　　　　　　　　　　北京6月24日新增报告13例新冠肺炎确诊病例　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=270779&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-25 	　　　　　　　　　　　　北京新增本地确诊病例13例其中丰台区9例大兴区4例　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9221628&classify=zw&pageSize=6&language=chs
 2020-06-25 	　　　　　　　　　　　　　北京昨日新增确诊13例：丰台区9例，大兴区4例　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef3f007e4b01e723d2f69ce?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-25 	　　　　　　　　　　　　　　北京24日新增报告13例新冠肺炎本土确诊病例　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/25/ARTIi4vH83kaeUVmWaUoTC3r200625.shtml
 2020-06-25 	　　　　　　　　　　　　　北京昨日新增确诊13例：丰台区9例，大兴区4例　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef3f007e4b01e723d2f69ce?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-24 	　　　　　　　　　　　　　　　　北京新增7例确诊，分别在丰台、大兴　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/yLBcQkGpjfPqdKsAFjhUYw 
 2020-06-24 	　　　　　　　　　　　　　　　　北京昨天新增确诊7例，涉及这两个区　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/aHVZsmSaqGhkckfrKYIxoA 
 2020-06-24 	　　　　　　　　　　　　　　　北京23日新增报告7例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/24/ARTIEEDq259oTleJlYZHgiYx200624.shtml
 2020-06-24 	　　　　　　　　　　　　　　　　北京昨日新增报告7例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=270488&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-24 	　　　　　　　　　　　　　　　北京昨日新增7例确诊病例，分布在这2个区　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/wk5YrMHOLKnmYlTumyjyNw 
 2020-06-24 	　　　　　　　　　　　　个位数！北京昨日新增报告7例确诊病例丰台6例大兴1例　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5664490&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-24 	　　　　　　　　　　　　　　　北京昨日新增7例确诊病例，分布在这两个区　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5641539/5563771 
 2020-06-24 	　　　　　　　　　　　　　　　北京新增本地确诊病例7例无症状感染者1例　　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9220534&classify=zw&pageSize=6&language=chs
 2020-06-24 	　　　　　　　　　　　　　　　北京昨日新增7例确诊病例，分布在这两个区　　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef29da7e4b01e723d2dee22?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-23 	　　　　　　　　　　　　　　　　北京昨日新增13例新冠肺炎确诊病例　　　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5636802/5558929 
 2020-06-23 	　　　　　　　　　　　　　　　北京昨日新增报告13例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=270083&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-23 	　　　　　　　　　　　　　　　北京22日新增报告13例新冠肺炎确诊病例　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/23/ARTIxcUyfVaxjNA6rtMluaC6200623.shtml
 2020-06-23 	　　　　　　　　　　　　　　北京昨日新增报告13例确诊病例涉及西城等4区　　　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5663518&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-23 	　　　　　　　　　　　　　　　北京昨日新增13例确诊病例，分布在四个区　　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5ef14cf9e4b01e723d2c19fb?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-22 	　　　　　　　　　　　　　　　9例！北京一周来报告确诊病例数首现个位数　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/2StVo-tYJR3JxFU_UfTZcw 
 2020-06-22 	　　　　　　　　　　　　　　　　　9例！北京新增确诊降至个位数！　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/Qe6rU7BNodrt-1tn_Nxdxg 
 2020-06-22 	　　　　　　　　　　　　　　　9例！北京一周来报告确诊病例数首现个位数　　　　　　　　　　　　　　　	https://proapi.jingjiribao.cn/detail.html?id=269717&user_id=e6b7d9ee1ae649f0b10111c2cbd8f2f8&source=wechat_friend
 2020-06-22 	　　　　　　　　　　　　　　　9例！北京一周来报告确诊病例数首现个位数　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5632194/5554208 
 2020-06-22 	　　　　　　　　　　　　　　　　　　9例！北京新增确诊降至个位数　　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/G7QF4HzY2IqKvM4-LuJdmg 
 2020-06-22 	　　　　　　　　　　　　　　　9例！持续八天后，北京新增首次降到个位数　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/8SbeAplF-FRLrwe5reVIsA 
 2020-06-22 	　　　　　　　　　　　　　　　9例！持续八天后，北京新增首次降到个位数　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/dTfoOmSXdtcCU3D4eh56GA 
 2020-06-22 	　　　　　　　　　　　　　　快讯：昨日北京新增确诊病例9例，首现个位数　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/dH5Jl4v3eARLGkK9bLR0Bg 
 2020-06-22 	　　　　　　　　　　　　　　　9例！北京8天来报告确诊病例数首现个位数　　　　　　　　　　　　　　　	https://ie.bjd.com.cn/5b165687a010550e5ddc0e6a/contentApp/5b16573ae4b02a9fe2d558f9/AP5eeffbd7e4b01e723d2a6478?isshare=1&app=2D0394EE-AE53-4ED7-AE27-A90AA8346CB1&contentType=0&isBjh=0
 2020-06-22 	　　　　　　　　　　　　　　　　　北京昨日新增9例新冠肺炎确诊病例　　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/22/ARTItBT1bvhGABToKy36BrkY200622.shtml
 2020-06-21 	　　　　北京昨日新增22例确诊，通州发现首例！已公布详情的205例确诊情况汇总，一图了解→　　　　　	https://mp.weixin.qq.com/s/8zIoW0cbSvFGa8oaB5AJFg 
 2020-06-21 	　　　　　　　　　　　北京昨日新增报告22例新冠肺炎确诊病例涉及丰台等4个区　　　　　　　　　　　　	https://app.bjtitle.com/8816/newshow.php?newsid=5661778&src=stream&typeid=68&uid=270891&did=353615204688244&platform=android&show=0&fSize=M&ver=2.7.0&mood=wx
 2020-06-21 	　　　　　　　　　　　北京昨日新增确诊22例，通州区121天后首次出现本地病例　　　　　　　　　　　	https://mp.weixin.qq.com/s/blcl0raLYOA_8J75vJbZmQ 
 2020-06-21 	　　　　　　　　　　　　　　　北京昨日新增报告22例新冠肺炎确诊病例　　　　　　　　　　　　　　　　	http://m.news.cctv.com/2020/06/21/ARTIp902HkwMGHOxgzuLtr18200621.shtml
 2020-06-21 	　　　　　　　　　　　　　　　　　北京新增22例确诊，通州发现首例　　　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/VPtbpilWldBzfu8Ln2yLuQ 
 2020-06-21 	　　　　　　　　　　　　　　　北京昨日新增22例确诊病例，分布在4个区　　　　　　　　　　　　　　　	https://mp.weixin.qq.com/s/5lE5Uk58ECNAVEKYKATcIg 
 2020-06-21 	　　　　　　　　　　　　　　　　北京昨日新增22例新冠肺炎确诊病例　　　　　　　　　　　　　　　　　	https://wap.peopleapp.com/article/5629508/5551368 
 2020-06-21 	　　　　　　　　　　　　　　北京新增本地确诊病例22例新增疑似病例3例　　　　　　　　　　　　　　　	http://dw.chinanews.com/chinanews/content.jsp?id=9217971&classify=zw&pageSize=6&language=chs
